"activity_level","activity_year","activity_month","geo_lvl","geo_val","prim_lvl","activity_count"
"Monthly patients","2021","6","Cancer Alliance","Wessex","Total",4551
"Monthly patients","2021","6","Cancer Alliance","West Midlands","Total",9514
"Monthly patients","2021","6","Cancer Alliance","West Yorkshire and Harrogate","Total",4326
"Monthly patients","2021","7","Cancer Alliance","Cheshire And Merseyside","Total",5005
"Monthly patients","2021","7","Cancer Alliance","East Midlands","Total",8185
"Monthly patients","2021","7","Cancer Alliance","East Of England North","Total",5475
"Monthly patients","2021","7","Cancer Alliance","East Of England South","Total",5645
"Monthly patients","2021","7","Cancer Alliance","Greater Manchester","Total",5716
"Monthly patients","2021","7","Cancer Alliance","Humber Coast And Vale","Total",2806
"Monthly patients","2021","7","Cancer Alliance","Kent And Medway","Total",2742
"Monthly patients","2021","7","Cancer Alliance","Lancashire And South Cumbria","Total",3080
"Monthly patients","2021","7","Cancer Alliance","North Central London","Total",3108
"Monthly patients","2021","7","Cancer Alliance","North East London","Total",2695
"Monthly patients","2021","7","Cancer Alliance","Northern ","Total",6033
"Monthly patients","2021","7","Cancer Alliance","Peninsula","Total",4234
"Monthly patients","2021","7","Cancer Alliance","RM Partners West London","Total",5432
"Monthly patients","2021","7","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5918
"Monthly patients","2021","7","Cancer Alliance","South East London","Total",4154
"Monthly patients","2021","7","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3458
"Monthly patients","2021","7","Cancer Alliance","Surrey And Sussex","Total",5379
"Monthly patients","2021","7","Cancer Alliance","Thames Valley","Total",3274
"Monthly patients","2021","7","Cancer Alliance","Wessex","Total",3534
"Monthly patients","2021","7","Cancer Alliance","West Midlands","Total",9571
"Monthly patients","2021","7","Cancer Alliance","West Yorkshire and Harrogate","Total",4428
"Monthly patients","2021","8","Cancer Alliance","Cheshire And Merseyside","Total",5014
"Monthly patients","2021","8","Cancer Alliance","East Midlands","Total",8067
"Monthly patients","2021","8","Cancer Alliance","East Of England North","Total",5635
"Monthly patients","2021","8","Cancer Alliance","East Of England South","Total",5627
"Monthly patients","2021","8","Cancer Alliance","Greater Manchester","Total",5636
"Monthly patients","2021","8","Cancer Alliance","Humber Coast And Vale","Total",2731
"Monthly patients","2021","8","Cancer Alliance","Kent And Medway","Total",1461
"Monthly patients","2021","8","Cancer Alliance","Lancashire And South Cumbria","Total",2391
"Monthly patients","2021","8","Cancer Alliance","North Central London","Total",1698
"Monthly patients","2021","8","Cancer Alliance","North East London","Total",2688
"Monthly patients","2021","8","Cancer Alliance","Northern ","Total",4114
"Monthly patients","2021","8","Cancer Alliance","Peninsula","Total",3469
"Monthly patients","2021","8","Cancer Alliance","RM Partners West London","Total",5205
"Monthly patients","2021","8","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5546
"Monthly patients","2021","8","Cancer Alliance","South East London","Total",4209
"Monthly patients","2021","8","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3388
"Monthly patients","2021","8","Cancer Alliance","Surrey And Sussex","Total",5190
"Monthly patients","2021","8","Cancer Alliance","Thames Valley","Total",3415
"Monthly patients","2021","8","Cancer Alliance","Wessex","Total",2860
"Monthly patients","2021","8","Cancer Alliance","West Midlands","Total",8282
"Monthly patients","2021","8","Cancer Alliance","West Yorkshire and Harrogate","Total",4509
"Monthly regimens","2019","1","Cancer Alliance","Cheshire And Merseyside","Total",4139
"Monthly regimens","2019","1","Cancer Alliance","East Midlands","Total",7343
"Monthly regimens","2019","1","Cancer Alliance","East Of England North","Total",4924
"Monthly regimens","2019","1","Cancer Alliance","East Of England South","Total",4828
"Monthly regimens","2019","1","Cancer Alliance","Greater Manchester","Total",5259
"Monthly regimens","2019","1","Cancer Alliance","Humber Coast And Vale","Total",2296
"Monthly regimens","2019","1","Cancer Alliance","Kent And Medway","Total",2804
"Monthly regimens","2019","1","Cancer Alliance","Lancashire And South Cumbria","Total",2641
"Monthly regimens","2019","1","Cancer Alliance","North Central London","Total",3400
"Monthly regimens","2019","1","Cancer Alliance","North East London","Total",2397
"Monthly regimens","2019","1","Cancer Alliance","Northern ","Total",5487
"Monthly regimens","2019","1","Cancer Alliance","Peninsula","Total",3354
"Monthly regimens","2019","1","Cancer Alliance","RM Partners West London","Total",5851
"Monthly regimens","2019","1","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4827
"Monthly regimens","2019","1","Cancer Alliance","South East London","Total",3564
"Monthly regimens","2019","1","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3212
"Monthly regimens","2019","1","Cancer Alliance","Surrey And Sussex","Total",4927
"Monthly regimens","2019","1","Cancer Alliance","Thames Valley","Total",3502
"Monthly regimens","2019","1","Cancer Alliance","Wessex","Total",4283
"Monthly regimens","2019","1","Cancer Alliance","West Midlands","Total",8938
"Monthly regimens","2019","1","Cancer Alliance","West Yorkshire and Harrogate","Total",3880
"Monthly regimens","2019","2","Cancer Alliance","Cheshire And Merseyside","Total",3902
"Monthly regimens","2019","2","Cancer Alliance","East Midlands","Total",6924
"Monthly regimens","2019","2","Cancer Alliance","East Of England North","Total",4845
"Monthly regimens","2019","2","Cancer Alliance","East Of England South","Total",4554
"Monthly regimens","2019","2","Cancer Alliance","Greater Manchester","Total",4957
"Monthly regimens","2019","2","Cancer Alliance","Humber Coast And Vale","Total",2197
"Monthly regimens","2019","2","Cancer Alliance","Kent And Medway","Total",2304
"Monthly regimens","2019","2","Cancer Alliance","Lancashire And South Cumbria","Total",2616
"Monthly regimens","2019","2","Cancer Alliance","North Central London","Total",3205
"Monthly regimens","2019","2","Cancer Alliance","North East London","Total",2256
"Monthly regimens","2019","2","Cancer Alliance","Northern ","Total",5294
"Monthly regimens","2019","2","Cancer Alliance","Peninsula","Total",3180
"Monthly regimens","2019","2","Cancer Alliance","RM Partners West London","Total",5520
"Monthly regimens","2019","2","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4579
"Monthly regimens","2019","2","Cancer Alliance","South East London","Total",3395
"Monthly regimens","2019","2","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3064
"Monthly regimens","2019","2","Cancer Alliance","Surrey And Sussex","Total",4618
"Monthly regimens","2019","2","Cancer Alliance","Thames Valley","Total",3347
"Monthly regimens","2019","2","Cancer Alliance","Wessex","Total",3914
"Monthly regimens","2019","2","Cancer Alliance","West Midlands","Total",8440
"Monthly regimens","2019","2","Cancer Alliance","West Yorkshire and Harrogate","Total",3743
"Monthly regimens","2019","3","Cancer Alliance","Cheshire And Merseyside","Total",4163
"Monthly regimens","2019","3","Cancer Alliance","East Midlands","Total",7060
"Monthly regimens","2019","3","Cancer Alliance","East Of England North","Total",5130
"Monthly regimens","2019","3","Cancer Alliance","East Of England South","Total",4711
"Monthly regimens","2019","3","Cancer Alliance","Greater Manchester","Total",5132
"Monthly regimens","2019","3","Cancer Alliance","Humber Coast And Vale","Total",2298
"Monthly regimens","2019","3","Cancer Alliance","Kent And Medway","Total",2845
"Monthly regimens","2019","3","Cancer Alliance","Lancashire And South Cumbria","Total",2613
"Monthly regimens","2019","3","Cancer Alliance","North Central London","Total",3296
"Monthly regimens","2019","3","Cancer Alliance","North East London","Total",2387
"Monthly regimens","2019","3","Cancer Alliance","Northern ","Total",5425
"Monthly regimens","2019","3","Cancer Alliance","Peninsula","Total",3253
"Monthly regimens","2019","3","Cancer Alliance","RM Partners West London","Total",5746
"Monthly regimens","2019","3","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4733
"Monthly regimens","2019","3","Cancer Alliance","South East London","Total",3384
"Monthly regimens","2019","3","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3173
"Monthly regimens","2019","3","Cancer Alliance","Surrey And Sussex","Total",4882
"Monthly regimens","2019","3","Cancer Alliance","Thames Valley","Total",3495
"Monthly regimens","2019","3","Cancer Alliance","Wessex","Total",4342
"Monthly regimens","2019","3","Cancer Alliance","West Midlands","Total",8991
"Monthly regimens","2019","3","Cancer Alliance","West Yorkshire and Harrogate","Total",3768
"Monthly regimens","2019","4","Cancer Alliance","Cheshire And Merseyside","Total",4378
"Monthly regimens","2019","4","Cancer Alliance","East Midlands","Total",7284
"Monthly regimens","2019","4","Cancer Alliance","East Of England North","Total",5152
"Monthly regimens","2019","4","Cancer Alliance","East Of England South","Total",4689
"Monthly regimens","2019","4","Cancer Alliance","Greater Manchester","Total",5206
"Monthly regimens","2019","4","Cancer Alliance","Humber Coast And Vale","Total",2249
"Monthly regimens","2019","4","Cancer Alliance","Kent And Medway","Total",2803
"Monthly regimens","2019","4","Cancer Alliance","Lancashire And South Cumbria","Total",2666
"Monthly regimens","2019","4","Cancer Alliance","North Central London","Total",3182
"Monthly regimens","2019","4","Cancer Alliance","North East London","Total",2418
"Monthly regimens","2019","4","Cancer Alliance","Northern ","Total",5556
"Monthly regimens","2019","4","Cancer Alliance","Peninsula","Total",2154
"Monthly regimens","2019","4","Cancer Alliance","RM Partners West London","Total",5639
"Monthly regimens","2019","4","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4792
"Monthly regimens","2019","4","Cancer Alliance","South East London","Total",3134
"Monthly regimens","2019","4","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3195
"Monthly regimens","2019","4","Cancer Alliance","Surrey And Sussex","Total",4831
"Monthly regimens","2019","4","Cancer Alliance","Thames Valley","Total",3472
"Monthly regimens","2019","4","Cancer Alliance","Wessex","Total",4218
"Monthly regimens","2019","4","Cancer Alliance","West Midlands","Total",9094
"Monthly regimens","2019","4","Cancer Alliance","West Yorkshire and Harrogate","Total",3766
"Monthly regimens","2019","5","Cancer Alliance","Cheshire And Merseyside","Total",4583
"Monthly regimens","2019","5","Cancer Alliance","East Midlands","Total",7548
"Monthly regimens","2019","5","Cancer Alliance","East Of England North","Total",5153
"Monthly regimens","2019","5","Cancer Alliance","East Of England South","Total",4838
"Monthly regimens","2019","5","Cancer Alliance","Greater Manchester","Total",5300
"Monthly regimens","2019","5","Cancer Alliance","Humber Coast And Vale","Total",2354
"Monthly regimens","2019","5","Cancer Alliance","Kent And Medway","Total",2918
"Monthly regimens","2019","5","Cancer Alliance","Lancashire And South Cumbria","Total",2666
"Monthly regimens","2019","5","Cancer Alliance","North Central London","Total",3175
"Monthly regimens","2019","5","Cancer Alliance","North East London","Total",1771
"Monthly regimens","2019","5","Cancer Alliance","Northern ","Total",5362
"Monthly regimens","2019","5","Cancer Alliance","Peninsula","Total",3248
"Monthly regimens","2019","5","Cancer Alliance","RM Partners West London","Total",5835
"Monthly regimens","2019","5","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4905
"Monthly regimens","2019","5","Cancer Alliance","South East London","Total",3600
"Monthly regimens","2019","5","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3295
"Monthly regimens","2019","5","Cancer Alliance","Surrey And Sussex","Total",5042
"Monthly regimens","2019","5","Cancer Alliance","Thames Valley","Total",3544
"Monthly regimens","2019","5","Cancer Alliance","Wessex","Total",4244
"Monthly regimens","2019","5","Cancer Alliance","West Midlands","Total",9318
"Monthly regimens","2019","5","Cancer Alliance","West Yorkshire and Harrogate","Total",3801
"Monthly regimens","2019","6","Cancer Alliance","Cheshire And Merseyside","Total",4330
"Monthly regimens","2019","6","Cancer Alliance","East Midlands","Total",6968
"Monthly regimens","2019","6","Cancer Alliance","East Of England North","Total",4952
"Monthly regimens","2019","6","Cancer Alliance","East Of England South","Total",4635
"Monthly regimens","2019","6","Cancer Alliance","Greater Manchester","Total",5173
"Monthly regimens","2019","6","Cancer Alliance","Humber Coast And Vale","Total",2271
"Monthly regimens","2019","6","Cancer Alliance","Kent And Medway","Total",2791
"Monthly regimens","2019","6","Cancer Alliance","Lancashire And South Cumbria","Total",2648
"Monthly regimens","2019","6","Cancer Alliance","North Central London","Total",2931
"Monthly regimens","2019","6","Cancer Alliance","North East London","Total",2321
"Monthly regimens","2019","6","Cancer Alliance","Northern ","Total",5412
"Monthly regimens","2019","6","Cancer Alliance","Peninsula","Total",3111
"Monthly regimens","2019","6","Cancer Alliance","RM Partners West London","Total",5746
"Monthly regimens","2019","6","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4829
"Monthly regimens","2019","6","Cancer Alliance","South East London","Total",3484
"Monthly regimens","2019","6","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3197
"Monthly regimens","2019","6","Cancer Alliance","Surrey And Sussex","Total",4885
"Monthly regimens","2019","6","Cancer Alliance","Thames Valley","Total",3395
"Monthly regimens","2019","6","Cancer Alliance","Wessex","Total",4119
"Monthly regimens","2019","6","Cancer Alliance","West Midlands","Total",9169
"Monthly regimens","2019","6","Cancer Alliance","West Yorkshire and Harrogate","Total",3635
"Monthly regimens","2019","7","Cancer Alliance","Cheshire And Merseyside","Total",4524
"Monthly regimens","2019","7","Cancer Alliance","East Midlands","Total",7528
"Monthly regimens","2019","7","Cancer Alliance","East Of England North","Total",5271
"Monthly regimens","2019","7","Cancer Alliance","East Of England South","Total",4898
"Monthly regimens","2019","7","Cancer Alliance","Greater Manchester","Total",5540
"Monthly regimens","2019","7","Cancer Alliance","Humber Coast And Vale","Total",2313
"Monthly regimens","2019","7","Cancer Alliance","Kent And Medway","Total",2953
"Monthly regimens","2019","7","Cancer Alliance","Lancashire And South Cumbria","Total",2768
"Monthly regimens","2019","7","Cancer Alliance","North Central London","Total",2974
"Monthly regimens","2019","7","Cancer Alliance","North East London","Total",2565
"Monthly regimens","2019","7","Cancer Alliance","Northern ","Total",5755
"Monthly regimens","2019","7","Cancer Alliance","Peninsula","Total",3347
"Monthly regimens","2019","7","Cancer Alliance","RM Partners West London","Total",6001
"Monthly regimens","2019","7","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5221
"Monthly regimens","2019","7","Cancer Alliance","South East London","Total",3695
"Monthly regimens","2019","7","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3396
"Monthly regimens","2019","7","Cancer Alliance","Surrey And Sussex","Total",5078
"Monthly regimens","2019","7","Cancer Alliance","Thames Valley","Total",3692
"Monthly regimens","2019","7","Cancer Alliance","Wessex","Total",4361
"Monthly regimens","2019","7","Cancer Alliance","West Midlands","Total",9699
"Monthly regimens","2019","7","Cancer Alliance","West Yorkshire and Harrogate","Total",3953
"Monthly regimens","2019","8","Cancer Alliance","Cheshire And Merseyside","Total",4525
"Monthly regimens","2019","8","Cancer Alliance","East Midlands","Total",7353
"Monthly regimens","2019","8","Cancer Alliance","East Of England North","Total",4902
"Monthly regimens","2019","8","Cancer Alliance","East Of England South","Total",4631
"Monthly regimens","2019","8","Cancer Alliance","Greater Manchester","Total",5310
"Monthly regimens","2019","8","Cancer Alliance","Humber Coast And Vale","Total",2267
"Monthly regimens","2019","8","Cancer Alliance","Kent And Medway","Total",2900
"Monthly regimens","2019","8","Cancer Alliance","Lancashire And South Cumbria","Total",2654
"Monthly regimens","2019","8","Cancer Alliance","North Central London","Total",2872
"Monthly regimens","2019","8","Cancer Alliance","North East London","Total",2465
"Monthly regimens","2019","8","Cancer Alliance","Northern ","Total",5644
"Monthly regimens","2019","8","Cancer Alliance","Peninsula","Total",3453
"Monthly regimens","2019","8","Cancer Alliance","RM Partners West London","Total",5852
"Monthly regimens","2019","8","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5192
"Monthly regimens","2019","8","Cancer Alliance","South East London","Total",3617
"Monthly regimens","2019","8","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3235
"Monthly regimens","2019","8","Cancer Alliance","Surrey And Sussex","Total",4463
"Monthly regimens","2019","8","Cancer Alliance","Thames Valley","Total",3459
"Monthly regimens","2019","8","Cancer Alliance","Wessex","Total",4090
"Monthly regimens","2019","8","Cancer Alliance","West Midlands","Total",8988
"Monthly regimens","2019","8","Cancer Alliance","West Yorkshire and Harrogate","Total",3915
"Monthly regimens","2019","9","Cancer Alliance","Cheshire And Merseyside","Total",4370
"Monthly regimens","2019","9","Cancer Alliance","East Midlands","Total",7475
"Monthly regimens","2019","9","Cancer Alliance","East Of England North","Total",4958
"Monthly regimens","2019","9","Cancer Alliance","East Of England South","Total",4720
"Monthly regimens","2019","9","Cancer Alliance","Greater Manchester","Total",5273
"Monthly regimens","2019","9","Cancer Alliance","Humber Coast And Vale","Total",2284
"Monthly regimens","2019","9","Cancer Alliance","Kent And Medway","Total",2923
"Monthly regimens","2019","9","Cancer Alliance","Lancashire And South Cumbria","Total",2677
"Monthly regimens","2019","9","Cancer Alliance","North Central London","Total",2784
"Monthly regimens","2019","9","Cancer Alliance","North East London","Total",2514
"Monthly regimens","2019","9","Cancer Alliance","Northern ","Total",5566
"Monthly regimens","2019","9","Cancer Alliance","Peninsula","Total",3380
"Monthly regimens","2019","9","Cancer Alliance","RM Partners West London","Total",5801
"Monthly regimens","2019","9","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5139
"Monthly regimens","2019","9","Cancer Alliance","South East London","Total",3678
"Monthly regimens","2019","9","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3347
"Monthly regimens","2019","9","Cancer Alliance","Surrey And Sussex","Total",5109
"Monthly regimens","2019","9","Cancer Alliance","Thames Valley","Total",3631
"Monthly regimens","2019","9","Cancer Alliance","Wessex","Total",4275
"Monthly regimens","2019","9","Cancer Alliance","West Midlands","Total",9231
"Monthly regimens","2019","9","Cancer Alliance","West Yorkshire and Harrogate","Total",3881
"Monthly regimens","2019","10","Cancer Alliance","Cheshire And Merseyside","Total",4613
"Monthly regimens","2019","10","Cancer Alliance","East Midlands","Total",7827
"Monthly regimens","2019","10","Cancer Alliance","East Of England North","Total",5187
"Monthly regimens","2019","10","Cancer Alliance","East Of England South","Total",4990
"Monthly regimens","2019","10","Cancer Alliance","Greater Manchester","Total",5594
"Monthly regimens","2019","10","Cancer Alliance","Humber Coast And Vale","Total",2437
"Monthly regimens","2019","10","Cancer Alliance","Kent And Medway","Total",2861
"Monthly regimens","2019","10","Cancer Alliance","Lancashire And South Cumbria","Total",3201
"Monthly regimens","2019","10","Cancer Alliance","North Central London","Total",2798
"Monthly regimens","2019","10","Cancer Alliance","North East London","Total",2492
"Monthly regimens","2019","10","Cancer Alliance","Northern ","Total",5998
"Monthly regimens","2019","10","Cancer Alliance","Peninsula","Total",3431
"Monthly regimens","2019","10","Cancer Alliance","RM Partners West London","Total",6012
"Monthly regimens","2019","10","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5112
"Monthly regimens","2019","10","Cancer Alliance","South East London","Total",3711
"Monthly regimens","2019","10","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3423
"Monthly regimens","2019","10","Cancer Alliance","Surrey And Sussex","Total",5271
"Monthly regimens","2019","10","Cancer Alliance","Thames Valley","Total",3874
"Monthly regimens","2019","10","Cancer Alliance","Wessex","Total",4263
"Monthly regimens","2019","10","Cancer Alliance","West Midlands","Total",9402
"Monthly regimens","2019","10","Cancer Alliance","West Yorkshire and Harrogate","Total",4104
"Monthly regimens","2019","11","Cancer Alliance","Cheshire And Merseyside","Total",4399
"Monthly regimens","2019","11","Cancer Alliance","East Midlands","Total",7802
"Monthly regimens","2019","11","Cancer Alliance","East Of England North","Total",4869
"Monthly regimens","2019","11","Cancer Alliance","East Of England South","Total",4836
"Monthly regimens","2019","11","Cancer Alliance","Greater Manchester","Total",5339
"Monthly regimens","2019","11","Cancer Alliance","Humber Coast And Vale","Total",2440
"Monthly regimens","2019","11","Cancer Alliance","Kent And Medway","Total",2813
"Monthly regimens","2019","11","Cancer Alliance","Lancashire And South Cumbria","Total",2457
"Monthly regimens","2019","11","Cancer Alliance","North Central London","Total",2703
"Monthly regimens","2019","11","Cancer Alliance","North East London","Total",2508
"Monthly regimens","2019","11","Cancer Alliance","Northern ","Total",5821
"Monthly regimens","2019","11","Cancer Alliance","Peninsula","Total",3432
"Monthly regimens","2019","11","Cancer Alliance","RM Partners West London","Total",5983
"Monthly regimens","2019","11","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5244
"Monthly regimens","2019","11","Cancer Alliance","South East London","Total",3694
"Monthly regimens","2019","11","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3326
"Monthly regimens","2019","11","Cancer Alliance","Surrey And Sussex","Total",4722
"Monthly regimens","2019","11","Cancer Alliance","Thames Valley","Total",3888
"Monthly regimens","2019","11","Cancer Alliance","Wessex","Total",3736
"Monthly regimens","2019","11","Cancer Alliance","West Midlands","Total",9242
"Monthly regimens","2019","11","Cancer Alliance","West Yorkshire and Harrogate","Total",4004
"Monthly regimens","2019","12","Cancer Alliance","Cheshire And Merseyside","Total",4288
"Monthly regimens","2019","12","Cancer Alliance","East Midlands","Total",7602
"Monthly regimens","2019","12","Cancer Alliance","East Of England North","Total",5058
"Monthly regimens","2019","12","Cancer Alliance","East Of England South","Total",4868
"Monthly regimens","2019","12","Cancer Alliance","Greater Manchester","Total",5280
"Monthly regimens","2019","12","Cancer Alliance","Humber Coast And Vale","Total",2308
"Monthly regimens","2019","12","Cancer Alliance","Kent And Medway","Total",1604
"Monthly regimens","2019","12","Cancer Alliance","Lancashire And South Cumbria","Total",2685
"Monthly regimens","2019","12","Cancer Alliance","North Central London","Total",2804
"Monthly regimens","2019","12","Cancer Alliance","North East London","Total",2476
"Monthly regimens","2019","12","Cancer Alliance","Northern ","Total",5607
"Monthly regimens","2019","12","Cancer Alliance","Peninsula","Total",3475
"Monthly regimens","2019","12","Cancer Alliance","RM Partners West London","Total",5997
"Monthly regimens","2019","12","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5266
"Monthly regimens","2019","12","Cancer Alliance","South East London","Total",3631
"Monthly regimens","2019","12","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3162
"Monthly regimens","2019","12","Cancer Alliance","Surrey And Sussex","Total",4557
"Monthly regimens","2019","12","Cancer Alliance","Thames Valley","Total",3830
"Monthly regimens","2019","12","Cancer Alliance","Wessex","Total",4166
"Monthly regimens","2019","12","Cancer Alliance","West Midlands","Total",8983
"Monthly regimens","2019","12","Cancer Alliance","West Yorkshire and Harrogate","Total",3907
"Monthly regimens","2020","1","Cancer Alliance","Cheshire And Merseyside","Total",4620
"Monthly regimens","2020","1","Cancer Alliance","East Midlands","Total",8130
"Monthly regimens","2020","1","Cancer Alliance","East Of England North","Total",5441
"Monthly regimens","2020","1","Cancer Alliance","East Of England South","Total",5222
"Monthly regimens","2020","1","Cancer Alliance","Greater Manchester","Total",5579
"Monthly regimens","2020","1","Cancer Alliance","Humber Coast And Vale","Total",2552
"Monthly regimens","2020","1","Cancer Alliance","Kent And Medway","Total",2952
"Monthly regimens","2020","1","Cancer Alliance","Lancashire And South Cumbria","Total",2967
"Monthly regimens","2020","1","Cancer Alliance","North Central London","Total",2625
"Monthly regimens","2020","1","Cancer Alliance","North East London","Total",2618
"Monthly regimens","2020","1","Cancer Alliance","Northern ","Total",6157
"Monthly regimens","2020","1","Cancer Alliance","Peninsula","Total",3781
"Monthly regimens","2020","1","Cancer Alliance","RM Partners West London","Total",6279
"Monthly regimens","2020","1","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5514
"Monthly regimens","2020","1","Cancer Alliance","South East London","Total",3677
"Monthly regimens","2020","1","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3295
"Monthly regimens","2020","1","Cancer Alliance","Surrey And Sussex","Total",5510
"Monthly regimens","2020","1","Cancer Alliance","Thames Valley","Total",3985
"Monthly regimens","2020","1","Cancer Alliance","Wessex","Total",4478
"Monthly regimens","2020","1","Cancer Alliance","West Midlands","Total",9762
"Monthly regimens","2020","1","Cancer Alliance","West Yorkshire and Harrogate","Total",4306
"Monthly regimens","2020","2","Cancer Alliance","Cheshire And Merseyside","Total",4342
"Monthly regimens","2020","2","Cancer Alliance","East Midlands","Total",7688
"Monthly regimens","2020","2","Cancer Alliance","East Of England North","Total",5071
"Monthly regimens","2020","2","Cancer Alliance","East Of England South","Total",5050
"Monthly regimens","2020","2","Cancer Alliance","Greater Manchester","Total",5421
"Monthly regimens","2020","2","Cancer Alliance","Humber Coast And Vale","Total",2430
"Monthly regimens","2020","2","Cancer Alliance","Kent And Medway","Total",2856
"Monthly regimens","2020","2","Cancer Alliance","Lancashire And South Cumbria","Total",2837
"Monthly regimens","2020","2","Cancer Alliance","North Central London","Total",1681
"Monthly regimens","2020","2","Cancer Alliance","North East London","Total",2528
"Monthly regimens","2020","2","Cancer Alliance","Northern ","Total",5870
"Monthly regimens","2020","2","Cancer Alliance","Peninsula","Total",3638
"Monthly regimens","2020","2","Cancer Alliance","RM Partners West London","Total",6127
"Monthly regimens","2020","2","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5619
"Monthly regimens","2020","2","Cancer Alliance","South East London","Total",3683
"Monthly regimens","2020","2","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3267
"Monthly regimens","2020","2","Cancer Alliance","Surrey And Sussex","Total",5268
"Monthly regimens","2020","2","Cancer Alliance","Thames Valley","Total",3760
"Monthly regimens","2020","2","Cancer Alliance","Wessex","Total",4319
"Monthly regimens","2020","2","Cancer Alliance","West Midlands","Total",9393
"Monthly regimens","2020","2","Cancer Alliance","West Yorkshire and Harrogate","Total",4025
"Monthly regimens","2020","3","Cancer Alliance","Cheshire And Merseyside","Total",4619
"Monthly regimens","2020","3","Cancer Alliance","East Midlands","Total",7735
"Monthly regimens","2020","3","Cancer Alliance","East Of England North","Total",5251
"Monthly regimens","2020","3","Cancer Alliance","East Of England South","Total",5119
"Monthly regimens","2020","3","Cancer Alliance","Greater Manchester","Total",5500
"Monthly regimens","2020","3","Cancer Alliance","Humber Coast And Vale","Total",2540
"Monthly regimens","2020","3","Cancer Alliance","Kent And Medway","Total",2874
"Monthly regimens","2020","3","Cancer Alliance","Lancashire And South Cumbria","Total",2783
"Monthly regimens","2020","3","Cancer Alliance","North Central London","Total",1744
"Monthly regimens","2020","3","Cancer Alliance","North East London","Total",2466
"Monthly regimens","2020","3","Cancer Alliance","Northern ","Total",5788
"Monthly regimens","2020","3","Cancer Alliance","Peninsula","Total",3773
"Monthly regimens","2020","3","Cancer Alliance","RM Partners West London","Total",6110
"Monthly regimens","2020","3","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",5365
"Monthly regimens","2020","3","Cancer Alliance","South East London","Total",3630
"Monthly regimens","2020","3","Cancer Alliance","South Yorkshire And Bassetlaw","Total",3275
"Monthly regimens","2020","3","Cancer Alliance","Surrey And Sussex","Total",5308
"Monthly regimens","2020","3","Cancer Alliance","Thames Valley","Total",3778
"Monthly regimens","2020","3","Cancer Alliance","Wessex","Total",4333
"Monthly regimens","2020","3","Cancer Alliance","West Midlands","Total",9506
"Monthly regimens","2020","3","Cancer Alliance","West Yorkshire and Harrogate","Total",4117
"Monthly regimens","2020","4","Cancer Alliance","Cheshire And Merseyside","Total",3590
"Monthly regimens","2020","4","Cancer Alliance","East Midlands","Total",6258
"Monthly regimens","2020","4","Cancer Alliance","East Of England North","Total",4049
"Monthly regimens","2020","4","Cancer Alliance","East Of England South","Total",4313
"Monthly regimens","2020","4","Cancer Alliance","Greater Manchester","Total",4348
"Monthly regimens","2020","4","Cancer Alliance","Humber Coast And Vale","Total",2206
"Monthly regimens","2020","4","Cancer Alliance","Kent And Medway","Total",2210
"Monthly regimens","2020","4","Cancer Alliance","Lancashire And South Cumbria","Total",2043
"Monthly regimens","2020","4","Cancer Alliance","North Central London","Total",2245
"Monthly regimens","2020","4","Cancer Alliance","North East London","Total",1944
"Monthly regimens","2020","4","Cancer Alliance","Northern ","Total",4538
"Monthly regimens","2020","4","Cancer Alliance","Peninsula","Total",2935
"Monthly regimens","2020","4","Cancer Alliance","RM Partners West London","Total",4820
